sex,age,avg_income,avg_spend,avg_debt,avg_debt_credit,avg_credit_rat,vehicle_own_rat
2,49,36611000,6785227,76934288,30291223,3,0.051282
2,99,19400000,1195988,101261996,0,3,0
1,64,43309000,5001289,85087949,29525193,3,0
2,69,24496000,2871452,199405921,7669529,3,0
1,44,41533000,6760485,164859040,34291232,5,0.103448
1,34,36239000,5530518,64105091,35662320,4,0.025641
1,74,31936000,2561342,309125089,28698878,4,0
1,39,37569000,6022643,67962093,28473476,4,0.029412
1,59,45704000,5726466,121673942,25013125,4,0.078947
2,39,33078000,6800548,59005785,25871881,3,0.051282
1,24,23496000,2245823,15984502,14526168,4,0.028571
2,64,27567000,3024918,60332550,14322796,4,0.035714
2,79,18803000,789926,51780094,9673937,3,0
1,49,46933000,6804206,120382442,21747035,4,0
1,69,36605000,4016184,121480972,44908812,3,0.045455
2,74,22875000,2846085,40538863,9736815,3,0
2,44,33500000,8442661,34736296,13311018,3,0
2,34,30537000,5467803,35500629,16211469,3,0.054054
1,29,27521000,4232896,22405463,7373441,4,0.058824
1,54,50713000,5852703,82652773,21083456,4,0.029412
2,29,26001000,4949830,26113481,17734550,4,0.04878
1,79,25656000,1170517,27452466,20500000,3,0
2,24,22454000,3609769,18845346,18845346,4,0.032258
1,59,56911000,10062191,204197683,46360491,4,0.033333
1,59,41309000,5294722,120347325,25167781,4,0.03125
1,69,38692000,2768927,95931767,17977150,4,0
2,34,30151000,5874257,26804292,13176334,3,0.055556
1,34,37386000,6506452,93726702,14652393,3,0.05
1,49,59140000,11441597,223644942,50868596,4,0.066667
1,59,46305000,5394665,97128830,25414517,4,0.065217
1,34,36040000,6003793,53838713,27312591,4,0.137931
1,24,23789000,2117304,27262653,2960192,4,0.013514
2,59,45287000,5476606,224558054,85135873,3,0.076923
1,54,46957000,4970762,158407873,31661655,4,0.032258
2,64,29429000,2582529,126967216,24737596,3,0.041667
2,79,19250000,414677,49950000,0,4,0
1,29,32490000,3483888,29613560,12257154,5,0.075472
2,54,45265000,4662826,294393286,16143084,4,0.021277
1,29,28650000,4200532,34484565,11575529,4,0.033333
2,49,36737000,7190246,67415647,24328275,4,0.097222
1,79,24200000,423610,49710000,9000000,3,0
2,34,25959000,6667651,32776334,21981916,4,0.0625
1,39,39636000,5039204,109061198,30028064,4,0.136364
2,44,30860000,7183648,45157363,16891958,4,0.083333
1,79,29986000,1711267,90503321,36079928,3,0
1,64,33566000,2567398,43406180,17010372,4,0.064516
2,49,35775000,6630510,122482479,22140230,3,0.022727
1,54,51908000,7513078,137573356,27715985,4,0.068182
1,74,35632000,1910033,83058181,24347829,3,0.075
1,34,30960000,4173986,53401569,38566398,5,0.1
1,64,37673000,3050772,145801361,25223480,4,0.015152
2,59,29110000,3656367,71068238,30265649,4,0.044444
2,69,20209000,2471057,65175418,16025872,4,0
2,64,27759000,4912252,66861692,15904362,3,0.075472
2,44,34284000,6448481,90855941,17791367,4,0.081081
1,69,35120000,4172810,141407415,31649085,3,0.041667
1,39,51342000,9084237,80212797,37809899,3,0.064516
1,64,44797000,4418571,171453344,31588020,3,0
2,49,31155000,4903307,49513075,12834105,4,0.043478
1,54,51625000,5867967,270456409,31883005,4,0.088889
1,39,44849000,6180940,81357695,50805860,4,0.047619
2,24,22300000,2393032,5900312,0,4,0
1,44,39891000,8174305,103460895,27731599,5,0.138889
2,39,35359000,5977631,26343261,20277797,4,0.192308
2,24,20714000,2252792,5235436,6005402,4,0.019231
2,29,25195000,4708727,12589948,13501090,4,0.111111
1,49,55115000,6087188,79245497,32070565,5,0.040816
2,39,33287000,6478343,70076950,24707065,4,0.094118
2,99,22638000,154044,72626751,30000000,4,0
1,24,24200000,2145763,5493004,6930990,4,0.023256
1,44,47988000,8613769,82889303,41089920,4,0.157895
2,34,32085000,6185835,30264274,14818471,3,0.045455
1,29,32018000,4281348,456651058,20149132,5,0
2,64,28500000,3741766,70839978,20000000,2,0
2,74,22441000,929688,44021394,19556858,3,0
1,24,25385000,2641050,24141390,23996393,5,0.058824
1,44,48132000,8594455,156376581,33151139,5,0.097087
2,39,36914000,5621102,96379303,26560400,4,0.111111
2,24,22000000,2138088,11751224,11751224,4,0
2,54,32404000,4950090,158208671,22735633,4,0.02439
1,49,53037000,7881720,135789380,39116982,4,0.059829
2,29,23869000,5121197,20064988,11672476,4,0.05
1,69,33750000,5798375,147643448,19143448,2,0
2,59,42606000,6778906,147557653,29677259,3,0.125
1,74,26000000,2163201,70209489,22486435,3,0
2,29,25339000,4730066,24277616,11131240,4,0.055556
2,54,40888000,8764080,155990318,23484329,3,0.058824
2,44,34561000,6246698,84910529,18981918,4,0.026316
2,69,26294000,1641128,200929774,14952664,3,0
1,99,24543000,472838,107909328,33800000,4,0
2,99,26500000,355128,5000000,5000000,4,0
1,44,33706000,5237134,85771468,27576195,5,0
1,29,27556000,3241119,8719742,5169742,4,0
2,64,25500000,2831374,254549525,18436906,4,0
1,39,37251000,5249136,64157649,7366966,5,0.066667
2,74,20000000,1835244,34080000,0,4,0
1,64,29655000,2060907,96110722,14115810,4,0.043478
2,79,0,93106,0,0,4,0
2,49,33852000,6131216,76538307,25220667,4,0.095238
1,59,40438000,11733902,24926831,24615014,4,0
1,69,30875000,4368626,83899742,12697155,3,0
1,34,36967000,4122014,20072485,14437623,3,0.1
2,29,27081000,6139996,37904065,8926320,4,0.076923
2,44,33720000,6824244,60035478,15264075,4,0
1,99,0,67116,0,0,4,0
1,54,45286000,6074784,143578392,29476013,5,0.034483
2,59,28563000,3432498,43225685,6442463,3,0.035714
2,54,40895000,5736880,314917948,30621935,3,0
2,24,26378000,2842141,28789522,28789522,4,0.090909
1,24,23143000,1657124,4000000,0,4,0
1,49,43953000,6237560,97259821,32204933,5,0.032258
1,59,38906000,3932240,98577045,20982867,4,0.046296
1,79,32667000,464893,116783146,30120065,4,0
2,79,23417000,144605,136666667,20000000,4,0
1,24,26000000,2568011,0,0,5,0
1,69,31227000,1899433,126513147,14541560,3,0
1,54,79473000,7486080,191360053,40565965,4,0
1,49,40785000,5521505,85857417,21475640,5,0.095652
1,64,38975000,2977236,114678895,17237161,3,0
2,64,27235000,2362660,75214791,12799237,4,0.021978
1,44,36218000,6535136,132220400,74138442,4,0.130435
2,44,31301000,7060945,56418351,20631257,4,0.077778
2,54,33109000,5253399,94468625,16273006,4,0.0625
2,34,30100000,3790415,21487374,21487374,4,0.25
2,49,37000000,3335649,1043926701,9213367,3,0
2,49,30504000,5359424,63069039,18740977,4,0.07619
2,34,27313000,3926036,29741519,13490466,4,0.043478
2,69,26848000,3201975,26534962,24755712,4,0
1,54,45431000,4538349,67104806,19540042,5,0.035971
1,39,39327000,6759292,99560939,15439547,5,0
1,64,29221000,3349101,116945108,37980165,4,0.066667
2,74,28523000,957483,30684339,15667050,4,0
2,54,36773000,7724813,427947870,25065664,2,0
1,54,42661000,3838049,177038126,19742238,4,0
1,59,33580000,5087214,129166048,22870803,4,0
2,49,28000000,2814360,18600000,15750000,3,0
2,64,44240000,977140,133528200,26704267,4,0
2,59,28164000,3384223,79584750,16647547,4,0.028037
2,54,32500000,3076546,230227623,22202995,5,0
2,99,24556000,177489,9959510,9959510,4,0
1,79,27047000,832215,29829874,12125229,3,0
2,99,21590000,90921,71966667,23500000,4,0
1,64,39717000,3919854,73839410,20105844,4,0.042553
1,74,60706000,2780813,142253115,26589201,3,0
1,69,34218000,2786719,69228119,20744332,4,0.046154
2,44,26439000,4419577,54783407,12742898,4,0
1,39,40646000,3368649,81171141,11224536,5,0.1
1,99,24200000,313084,87774858,22698749,4,0
1,49,38479000,7401949,111748329,18216438,5,0
1,34,36205000,5526537,92989138,32110473,4,0.048387
2,59,31300000,1840557,134528556,24591976,4,0
2,29,26507000,4203501,43703156,13105194,4,0.030303
2,74,24375000,827400,72084672,18906581,4,0
2,69,26287000,1921686,35903030,8158933,4,0.020833
1,29,28000000,1719522,6312450,6312450,5,0
1,74,33396000,1151017,123873160,32726026,4,0
2,79,24154000,845606,114384033,8603716,4,0.03125
1,59,73073000,3121799,321131883,33595075,4,0.090909
2,64,33199000,5067187,68263164,123234876,3,0.111111
1,24,22179000,1974623,5988176,5988176,4,0.009259
2,29,19951000,2776523,12770839,5327559,5,0
1,39,38617000,5578654,80290504,22724822,4,0.101124
2,24,20417000,2281496,9977312,9281939,4,0
1,44,40881000,5904809,59418573,28997460,4,0.05
2,39,49930000,6702024,84168491,18366899,4,0.057143
1,29,27771000,2909923,48750665,15172847,5,0.065574
1,99,28400000,155587,103237006,54874012,4,0
1,59,35383000,2913212,91935259,21875049,5,0.03125
2,99,24571000,101412,27760000,26000000,4,0
2,54,30853000,2879372,95849120,22196498,3,0
2,59,25741000,3618461,196209255,13755034,5,0.033333
1,49,41398000,4988220,134515693,31291947,5,0.137931
2,24,24333000,4045837,5139030,3000000,4,0
1,34,36167000,2763160,21097088,6902153,4,0.1
1,44,39745000,6486702,65038630,22410503,5,0.090909
2,44,37334000,7972757,42106050,16595015,3,0
2,64,25967000,1710009,108887520,19843027,4,0
1,39,32791000,4255145,102198986,24384624,5,0.04
1,54,38086000,2690743,111506619,21728572,5,0.096774
1,74,25180000,1961360,32462377,17595150,3,0
2,69,25785000,1884863,59664930,9393304,3,0
1,69,45454000,3593631,72851692,46158615,2,0
2,49,33994000,7840930,41428131,23384853,5,0.083333
2,74,28065000,425614,85478123,12265454,4,0
1,64,37660000,3236027,223375305,48279912,4,0.096774
2,39,26387000,5687486,83772545,42688064,4,0.090909
2,79,23400000,43254,437833333,13750000,5,0
1,99,36606000,477395,12786010,8602239,4,0
1,24,25220000,2917483,6727883,6371642,4,0
1,29,26842000,3816374,34709849,13333201,5,0.078125
1,74,40424000,1649116,429266727,13042472,3,0.052632
1,64,41690000,3472905,71309212,20875386,2,0.019608
2,54,33193000,6119926,94854311,25155955,3,0.013514
2,64,29427000,3441873,41199398,16900627,3,0.028571
1,34,34098000,4930644,41951608,18176267,4,0.111111
1,44,40723000,4545156,47804038,26599283,4,0.132075
2,39,31722000,4832730,65739391,21330571,4,0.06383
1,99,27571000,1232870,19020553,11020553,3,0
1,59,46690000,4947442,106122927,21454459,3,0.054545
2,44,34771000,5171734,86846851,28925537,3,0.068966
2,49,36732000,6814223,33573863,17074109,3,0.034884
1,54,77882000,11643898,211269693,27660454,3,0.046875
1,39,41877000,6204687,62681259,38676501,5,0.025641
2,99,0,652537,0,0,3,0
2,59,34940000,5016241,84223543,16728420,3,0.028986
2,69,24000000,1924929,68275632,8688561,3,0.030303
1,49,58026000,18852588,88177511,31487898,4,0.053333
2,79,26500000,8552967,49650000,5150000,4,0
1,79,33111000,1651233,405360765,0,3,0.071429
2,29,27041000,4526481,11433911,13992850,3,0.050847
2,74,24400000,1022258,10215718,323734,3,0
1,24,23952000,1909164,8795000,6395737,4,0
2,34,28994000,4646208,24838350,29833438,4,0.025641
1,69,32643000,4044327,109398816,9454082,3,0
2,24,21588000,2272391,5044487,5044487,4,0
2,54,32553000,4303410,54007988,21429179,4,0.041096
1,69,52080000,1650583,72435065,31919124,3,0
2,64,27617000,3067751,104064786,19824658,4,0.014286
2,79,21220000,218812,19000000,19000000,3,0
2,74,21786000,1392306,35469790,7900000,3,0
1,29,27948000,3995005,25970396,19723345,4,0.098361
2,64,30219000,2190416,281510079,32237218,3,0
1,34,33323000,4718396,36150306,20157235,4,0.037736
2,29,26526000,3319288,13850088,16116652,4,0
1,24,21000000,1494342,0,0,4,0
1,99,31425000,980842,16411878,14443756,3,0
2,69,37474000,1517860,47190458,29951993,4,0
2,69,22887000,2143456,108660157,16294753,4,0
1,54,48343000,18888597,482104775,18383392,5,0
1,79,31250000,1175964,61095298,13861438,3,0.047619
1,49,36303000,4219026,23075188,20618954,6,0.214286
2,44,32385000,21639097,39706668,13278131,4,0.017857
2,79,24571000,610470,3354166,0,3,0
1,74,25633000,1071318,36543704,7483339,3,0
1,59,43221000,4541025,98875704,26078016,4,0.051282
1,64,64599000,4622080,140949318,25565793,4,0.043478
2,34,30877000,5802069,65584034,16413341,3,0.066667
1,44,35571000,4772462,28634493,23595132,5,0
2,59,31117000,3448224,37264193,16985283,3,0.041667
1,64,29612000,3756855,64482824,18172361,4,0.018182
1,69,27838000,2425361,10700747,5816921,4,0
1,24,24286000,2041227,8025472,6712118,4,0
2,99,26833000,136022,47433591,18056756,3,0
2,39,35757000,5599897,40764703,24636232,4,0.018519
1,39,39081000,6003165,56810987,22693202,4,0.066667
1,54,45236000,4778307,153614380,25056154,4,0.016667
2,54,32750000,9855283,91526885,33406885,3,0
1,59,40137000,6035786,121853165,24102799,4,0.1
2,24,23379000,2582895,19653974,22148937,4,0.019608
2,49,33787000,4891001,37003279,22982844,4,0.016667
1,49,36536000,4056380,57075582,23301422,5,0.015625
1,44,41250000,10003351,116120919,28488333,4,0.095238
1,39,42200000,5275728,11743255,12550886,3,0.125
1,64,41189000,5017012,124773719,25563465,3,0.018868
1,24,23593000,1775249,31341054,16530473,4,0.010101
1,79,33800000,1868077,22438440,22438440,3,0
2,59,33955000,4513712,48784136,30250680,3,0
2,69,25911000,1869987,89597796,21273314,3,0
2,99,21000000,265982,28181451,10454545,4,0
1,99,34786000,240713,121170643,0,3,0
2,64,28545000,3735262,28514311,8731074,3,0.045455
1,49,54940000,8044430,132570281,29113184,4,0.036697
2,44,32876000,4999220,53873096,21425553,4,0.067308
2,24,22803000,2466605,62662606,8173703,4,0
1,54,55354000,7233264,90266885,38831641,4,0.023529
1,59,40915000,4101273,37132254,19961315,4,0
2,79,24333000,395665,1430265,303393,4,0
1,74,28452000,2379345,43542719,8854612,2,0
2,49,36333000,7458363,76700311,20623914,3,0.019608
2,29,25978000,4317125,18659695,8017393,3,0
2,39,29883000,5855151,116431083,20315538,3,0.022472
2,54,36775000,7741982,65490977,26500782,3,0.050633
1,44,44539000,6426884,96639418,31382023,4,0.052632
2,34,29797000,5444117,17649714,10585753,4,0.017241
1,29,29007000,3751563,38551023,27648332,4,0
1,34,33586000,4691537,41343625,21048705,4,0.019231
1,69,29241000,4298822,64981297,14670516,3,0
1,39,40723000,6408970,64624256,38869330,4,0.016129
2,74,34590000,1136593,53256277,20601976,4,0
1,59,54263000,7473720,187074771,36708514,2,0.142857
2,69,32056000,3365826,124388183,13308532,2,0.083333
1,34,42139000,10440986,70847692,30264563,3,0.083333
2,59,32996000,5891983,166846596,27951764,3,0
2,44,33294000,10110916,125695103,19882161,3,0.045455
1,49,49965000,5719875,149438687,36525485,4,0
2,39,32797000,7215200,66585034,31236881,4,0.176471
1,74,51770000,2097140,93516709,46598708,3,0
2,59,30634000,4997412,131895673,19476684,3,0
2,34,30040000,5714223,71705708,18761520,4,0.214286
2,49,35495000,5911085,204209463,24462185,4,0.090909
2,24,20500000,1594992,4999942,4999942,5,0
1,64,40960000,7407617,178634616,25941356,3,0.111111
1,79,29500000,650266,168667305,3034610,3,0
1,64,46005000,4387720,209193434,64581596,4,0
2,54,36450000,6142267,360073816,12941359,3,0.08
2,39,35855000,5337195,125361281,19987508,3,0.083333
1,24,25500000,3592204,9245994,9245994,5,0
2,39,31299000,7852185,37772172,20627768,5,0.1
1,34,32370000,6341471,63994513,12425092,4,0.090909
1,54,43539000,6189548,72291326,31964260,5,0.107143
2,44,35280000,7719850,53199469,16333979,4,0
1,49,44821000,4884344,77022656,33979130,5,0.166667
2,49,33243000,5363216,182610106,25491229,4,0.068966
1,54,54203000,8305989,130478284,47089145,4,0
1,39,65994000,8114805,89371964,25730771,5,0.133333
1,64,31200000,2600845,78921918,21088836,4,0
2,54,34857000,7995232,79495034,14722504,5,0
1,39,43347000,7291590,138229507,58491157,4,0.055556
1,59,61832000,3117373,465618005,39567076,4,0
2,64,33043000,3948077,74393884,35679031,3,0
1,74,35707000,2806698,107988750,45500000,2,0
1,29,28141000,4576032,140498353,21883353,4,0.0625
1,24,25500000,1837376,13406236,8500006,4,0
1,44,47158000,8616671,109733541,38097514,3,0.210526
1,99,31247000,114130,81000000,62000000,4,0
1,69,34563000,3656563,255376191,24908335,2,0
2,64,29203000,5900703,116679850,23195933,3,0.12
1,44,39266000,5190122,47760595,37636904,5,0.045455
1,69,36375000,3432502,65797306,50342778,3,0
1,49,43367000,7988849,291109974,19410883,4,0.066667
2,59,31600000,3863552,86451332,16322908,3,0
2,54,33500000,5895026,144151586,22552185,4,0
1,29,29283000,5433670,47574878,16764392,4,0.153846
1,59,50766000,5504572,72280863,21483824,4,0.08
2,29,29185000,10842531,213291112,0,4,0
1,44,75363000,9743742,308487203,81522812,4,0.133333
2,44,32098000,6092075,139543957,26252619,3,0.045455
1,49,35667000,7809966,30960255,23606552,7,0.1
2,54,36377000,7136352,82526783,25891401,3,0.045455
2,49,29948000,5715984,34005340,6889007,4,0
1,39,39404000,4928733,122135918,26337918,4,0.097561
2,59,40696000,4903283,104800041,14900235,3,0
1,69,26898000,4622373,68410758,14513395,4,0
1,44,39860000,6847178,113672470,17303538,5,0
2,24,21360000,2355364,16252048,16252048,4,0
2,34,32043000,5222691,30739696,19206670,3,0
2,69,23750000,2406577,572982726,5000000,3,0
2,59,34530000,6194292,100933941,30749901,4,0.041667
1,24,21500000,1570649,3500195,3500195,4,0
2,54,34988000,8321036,136709140,33980543,4,0
1,49,58302000,8175533,150523008,26990245,3,0.042254
1,54,47996000,5738459,191964628,37904351,4,0.020833
1,34,36141000,5316771,21541532,13907105,4,0.05
2,24,23100000,3207742,9416931,7741508,4,0
2,34,36778000,4005966,35050113,19500828,4,0
1,24,21625000,1821220,0,0,4,0
1,74,46901000,4889936,136521641,25026538,2,0.125
2,74,22875000,1241047,52179544,10043926,4,0
1,59,48460000,5742014,74981759,24654543,3,0.041667
1,64,35545000,5858319,87390493,13379859,3,0
1,44,38513000,5251932,65741588,16588037,4,0.090909
1,39,51533000,3832089,85539178,27347334,5,0.111111
2,69,22818000,2513583,7131073,4995269,4,0
2,39,31994000,5045024,45822003,42143849,3,0.058824
2,79,21000000,336741,64664000,571725,4,0
1,74,35038000,1756798,20058722,71000000,3,0
1,69,38507000,3692154,120906235,41394799,2,0
1,59,44813000,4142314,57445428,12523655,4,0.03125
2,64,26350000,2718905,23803997,9046746,4,0
2,29,25765000,4640289,7552094,4335393,4,0.064516
2,44,37535000,7736977,70662176,33494144,3,0.055556
2,74,24948000,3767419,102091247,29020222,3,0
1,59,86273000,4083568,361058519,34794045,5,0.1
1,34,36364000,4001082,231423543,23285288,4,0.04
1,64,365050000,3521738,195075830,39064440,4,0
2,39,63714000,10336713,26750366,26750366,3,0
2,44,34656000,4942157,57011273,38973364,4,0
1,79,88994000,1501672,368306488,28891065,4,0.047619
1,29,30213000,2376929,36587227,21912735,4,0.055556
1,79,22750000,975002,70890438,22020601,3,0
1,44,43295000,9545996,89657461,20322476,4,0.093023
2,24,17750000,2869432,13161566,17323444,4,0
2,54,31741000,3984702,35519347,18412928,3,0
2,49,33318000,9671573,132861020,16201511,4,0
1,59,38251000,3431014,81926286,29969645,5,0
2,59,31768000,3375460,492469232,14399562,4,0
2,39,33994000,6312610,22822346,16749323,3,0.041667
1,64,30170000,4266933,60987474,22321863,4,0.086957
1,29,29402000,4330528,20336545,21727479,5,0
2,79,26000000,983238,80000000,0,4,0
1,49,36097000,5707124,77612079,17838142,4,0.05
1,54,35797000,1901530,58819563,19688796,5,0.068966
2,64,31166000,2685654,15409511,11741987,3,0
1,64,73600000,3587455,37550303,9316706,2,0.125
2,29,26105000,3738342,7711616,6132894,3,0.027027
2,34,27466000,5705648,22232815,20762461,4,0
2,69,24286000,3189447,5844785,7315910,3,0
1,54,40400000,1824378,23222032,23544063,5,0.2
1,39,38939000,7313722,75734346,39709418,4,0.136364
2,49,34738000,6826498,37134744,20484743,4,0.04
1,24,23289000,1897315,13417615,16193247,4,0
2,54,35148000,5562301,61320198,24841375,4,0.070175
2,99,22250000,200316,23500000,0,4,0
2,69,23750000,1672103,35190849,11725894,3,0
2,79,21188000,2348585,88848258,36960680,4,0
2,24,21072000,1768231,6791792,3816532,5,0
1,59,38298000,4414983,87924321,25078038,4,0.017241
2,29,23553000,3774613,5898425,4432648,4,0
2,34,30056000,7281302,34187875,18328988,4,0.083333
2,69,23767000,1600721,68193611,5337676,5,0.04
1,74,48488000,2045388,125116567,20894215,4,0
2,44,36196000,5698544,53863501,13358618,4,0.075
1,69,31405000,2508556,250432921,6757117,3,0.0625
1,49,46825000,6552765,66637639,19480577,4,0.094595
2,29,25111000,4512203,19259457,13350336,4,0.040816
1,24,22500000,1813114,6837980,8276643,4,0
1,24,23923000,2220520,11218122,4038898,4,0.017241
2,79,25750000,473808,80752004,2811306,4,0
1,44,37309000,4199348,67593182,17582136,4,0.14
2,34,28143000,4530440,16690627,14746362,5,0.032258
1,74,26800000,1506807,30967126,12772133,3,0
2,24,20647000,2460207,4357786,4274452,4,0
1,59,35012000,4079592,32192956,19110292,5,0.108696
2,54,27619000,4303716,69817083,16459656,4,0.035088
2,39,29577000,6362381,52044345,20333672,5,0.038462
2,74,24400000,1167899,207833774,5258120,3,0
1,34,31948000,3446688,32171450,20010432,6,0.1
2,64,26241000,2641471,389159210,20933699,3,0
1,49,38339000,5827110,54360558,18246747,5,0.090909
1,44,38310000,4390224,81622448,19342391,4,0.035714
2,59,31545000,4057601,74546693,36065519,4,0.061224
1,39,36529000,4090549,33997826,30955619,4,0
2,49,31624000,5957277,81128903,22273110,4,0.016393
1,79,89487000,1214242,545248586,8576015,4,0
2,64,23948000,2646370,30278961,11756396,4,0.020833
1,64,28825000,4679968,43598739,13852547,4,0
1,64,38815000,3576444,44561551,29615102,4,0.022727
2,49,28624000,4953620,68621422,15848902,4,0.018868
1,34,32870000,4768049,55820031,13703557,4,0.03125
1,39,36481000,5783105,78175414,21055885,4,0.032787
1,69,36833000,2730555,36968121,13797162,3,0
1,99,20333000,369164,15425912,4999959,4,0
2,59,26558000,3049464,43893728,11109202,4,0.076923
1,79,32167000,901555,246229138,14660689,3,0
2,99,22250000,39528,27500000,0,4,0
2,44,33833000,7628313,49807261,14770896,3,0
2,74,25875000,1363372,80157242,21554623,4,0
1,29,29043000,3728644,35279693,14884483,4,0.052632
2,39,33500000,6048398,77031856,18884228,3,0.046875
1,29,26544000,4821301,30023787,17180954,4,0.090909
1,54,39163000,5445311,47106915,21427424,5,0.058824
1,54,45339000,4495848,146291799,28330505,4,0.016393
1,74,32571000,3903315,61328073,21504890,3,0
2,59,30667000,3449212,76187854,11781780,4,0
1,74,40585000,5475623,122788856,30000000,4,0
2,34,31126000,4644143,37540415,19740154,3,0.071429
2,49,38259000,7092376,109294796,19984472,4,0.039216
1,59,43629000,4864740,74002056,18420711,6,0.090909
1,29,29599000,4549880,24281697,32875527,4,0.25
2,64,28724000,3970571,79620093,18808261,3,0.054348
2,59,33525000,5063854,88541074,39194118,3,0.070175
1,64,42000000,8720318,299792654,9813579,5,0
1,24,24329000,2333942,78016075,21441645,4,0.011905
2,44,33289000,6142100,65635774,24355331,3,0.021978
2,54,35935000,5828878,78409196,25872967,3,0.036585
1,79,32543000,1714701,95626042,7723047,3,0
2,74,25000000,2455194,0,0,3,0
1,24,19667000,1389082,0,0,4,0
2,34,31681000,7123289,65455189,36855189,3,0.090909
1,34,45601000,7766850,89631405,48617010,3,0.09
2,49,30429000,5259875,36494935,20644935,6,0
1,54,57766000,7618316,193821914,64327004,3,0.055556
2,64,29429000,4510524,67880682,14732134,3,0.037037
1,49,57354000,7469931,102767693,32082489,4,0.023256
2,64,30429000,3380063,77056084,10389417,4,0.071429
1,29,33275000,4524068,38647588,21929802,4,0.085106
1,59,53455000,6160390,109154732,32060759,3,0.046512
1,69,33482000,2382457,84614023,33855010,2,0
1,44,48775000,8098413,140629411,55512759,3,0.067164
2,99,22000000,643335,0,0,3,0
1,69,46887000,4212108,157011331,19280242,3,0
2,44,29408000,14366343,26065343,22402659,4,0
2,44,37892000,7007229,88119594,42568044,3,0.075862
1,64,40608000,3847724,41424066,16087072,3,0.0125
1,64,46830000,5152232,84932913,25711213,2,0.03125
1,34,39087000,5316646,49436505,21523339,4,0.05
2,24,22314000,2120341,40742056,0,4,0.020833
2,29,26755000,4083690,50672141,34347136,3,0.041667
1,24,23934000,1975439,22454755,14388322,4,0.010417
2,24,20291000,2234154,2142026,2142026,4,0
1,44,39873000,5231256,35491316,35491316,5,0
1,49,52401000,12839669,150080453,47494850,3,0.104651
1,99,31700000,798892,10417019,268039,3,0
2,79,22000000,735410,33508371,12438122,3,0
2,29,26622000,3841952,27616811,19760963,3,0.014706
1,44,45296000,6231341,81073960,27757227,4,0.02381
2,54,52284000,6620632,135369391,51524176,3,0.067797
1,54,51974000,7051499,51498688,22585378,4,0.060241
2,34,35903000,6251792,62446697,27698896,3,0.009174
1,59,53040000,6707165,151046996,28742479,4,0.059701
2,69,25996000,2271213,89142994,11279496,3,0.013889
2,49,37671000,6581541,79312154,45778179,3,0.045455
2,39,38532000,7881779,85412902,41634944,3,0.051948
2,59,38651000,5256672,81011081,38129776,3,0.010309
1,39,39871000,8045671,57942695,27588178,4,0.083333
2,69,22700000,2817407,88505376,29781227,3,0
2,39,32605000,6313080,61655363,17997554,4,0.085714
2,74,18857000,1224370,16925797,10338424,3,0
1,39,46893000,7660811,105588634,45751385,3,0.050955
1,29,29578000,3739583,38361134,11869857,4,0.015385
2,44,31729000,6617619,84825266,22552393,4,0
1,39,44491000,10007429,113187985,21861133,4,0.157895
1,34,35748000,8780553,44848837,18934025,5,0.041667
2,39,29888000,6400412,35105748,21768555,4,0.028571
1,79,25833000,1579000,15454773,9346364,3,0
1,69,33928000,2341883,204051274,41666960,4,0
1,44,47488000,7931349,168172923,25704788,4,0.2
1,64,35272000,2666424,89098284,18263785,4,0.027778
2,59,28536000,5692108,45098098,26064635,4,0.061224
2,79,17000000,420373,20862532,0,4,0
1,49,56862000,6987044,146600434,42982634,4,0.074074
2,59,32926000,5191916,230348968,18401317,4,0.096774
1,74,25254000,885559,15271087,0,4,0
1,59,58996000,4892182,224608907,39087992,4,0.055556
2,34,28909000,5053122,29722208,12636062,3,0
1,69,35385000,4263836,106489129,6058044,3,0
1,29,27773000,3124972,108039334,19051355,4,0.083333
1,59,41150000,4580798,137541961,19807940,3,0
1,34,33839000,5787504,97922754,36722988,4,0.15
2,74,23665000,913515,50000000,50000000,3,0
1,59,35500000,7530958,246539356,45963434,6,0.1
2,34,30507000,5823995,46867007,14431701,4,0.055556
1,99,24230000,313464,167880000,30000000,3,0
2,54,51244000,4614794,224361156,33247034,4,0.032258
2,24,22000000,2728511,53000000,0,4,0
2,29,25562000,4281196,23992852,10818013,4,0
2,69,26636000,1779860,63073948,13273168,3,0
2,74,24000000,1430996,24967322,1444553,4,0
2,64,33461000,3188089,46867134,21591774,3,0.022727
1,44,39063000,5204085,93164697,17889787,4,0.092593
1,39,37000000,5189274,50849718,19691222,4,0.12766
2,54,29920000,8448263,40373863,26469088,4,0.102041
2,49,31484000,6641054,52937159,17374150,3,0.102564
2,44,33321000,6964102,56400520,20262065,3,0.025
1,24,22825000,1940486,27246360,27246360,5,0
1,74,28219000,3839985,43203392,6944440,3,0
1,29,27176000,2904529,97415675,17813961,5,0.045455
2,39,34695000,6401300,60332639,24490250,3,0.057143
1,24,23267000,2124776,13115540,13115540,4,0.021739
1,54,44685000,4671034,51211280,25351343,4,0.035088
1,79,30458000,887238,123115056,34153408,3,0
2,29,24400000,4582446,30840060,9254095,4,0
2,99,24200000,271427,0,0,5,0
1,49,42641000,6566859,96735024,20363375,4,0.064516
1,54,45685000,4563354,99982318,27370249,4,0.06
2,64,33335000,3294855,122237289,12707911,3,0
2,49,31822000,5888623,52075983,18102762,4,0.014925
1,64,35591000,4800829,135014977,24855563,4,0.033333
